district,schooldbn,name,neighborhood,address,coursepassrate,elaprof,mathprof,totalstudents,surveysafety,ellprograms,languageclasses,acceleratedclasses,electiveclasses,activities,accessibility,year
9.0,09X454,Science and Technology Academy: A Mott Hall School,Concourse,"250 East 164 Street, Bronx, NY 10456",98.0,50.0,50.0,426.0,97.0,English as a New Language,Spanish,,"Advisory, Book Club, Chess, Foreign Language, Graphic Design, Library, Newspaper, Physical Education, Saturday Academy, Spanish, Specialized High School Test Preparation, Technology, Visual Arts, Yearbook","Art, Book Club, Saturday Academy, School Newspaper, Service Learning, Student Council",Not Accessible,2021
9.0,09X505,"Bronx School for Law, Government and Justice",Concourse,"244 East 163 Street, Bronx, NY 10451",94.0,49.0,37.0,740.0,81.0,English as a New Language,Spanish,"Spanish,Algebra I,Earth Science","Advisory, Algebra I, Art, Drama, Foreign Language, Library, Technology","Dance, Debate, Math Team, National Junior Honor Society, Step Team, Student Council, Mock Trial, Youth Court, Project Boost, Gear Up, Young Professional's Club",Fully Accessible,2021
9.0,09X568,Young Women's Leadership School of the Bronx,Tremont,"1865 Morris Avenue, Bronx, NY 10453",88.0,51.0,38.0,537.0,83.0,English as a New Language,Spanish,"Spanish,Algebra I,Earth Science,Living Environment","Advisory, Art, Computer Science, Creative Writing, Music, Spanish, Theater, Visual Arts","Art, Coding, Comic Book Club, Creative Writing, Dance, Lego Robotics, Music, Peer Mediation, Photography, Robotics, Step Team, Student Council, Talent Show, Visual Arts, Yoga, Girls Inc After School Program w a variety of additional clubs",Not Accessible,2021
9.0,09X593,South Bronx International Middle School,,"1000 Teller Avenue, Bronx, NY 10456",100.0,0.0,5.0,96.0,83.0,English as a New Language,,,"Advisory, Algebra I, Art, Book Club, Ceramics, Coding, Dance, Drama, Fashion, Fine Arts, Fitness, Foreign Language, Health, Math, Mindfulness, Music, Peer Mediation, Physical Education, Saturday Academy, Science, Spanish, Specialized High School Test Preparation, STEM, Yoga, Small Group Instruction","Art, Book Club, Dance, Fashion, Fitness, Homework Help, Leadership, Music, Peer Mediation, Photography, Restorative Circles, Saturday Academy, Service Learning, Student Council, Talent Show, Yoga, Small Group Instruction, Advisory",Not Accessible,2021
9.0,09X594,New Pathways Academy,,"1000 Teller Avenue, Bronx, NY 10456",92.0,10.0,4.0,252.0,88.0,English as a New Language,Spanish,,"Advisory, Art, Saturday Academy, Spanish, Specialized High School Test Preparation, Student Council, AVID Elective","Art, Dance, French Club, Gardening, Homework Help, Technology, Yearbook",Not Accessible,2021
10.0,10X003,P.S. 3 Raul Julia Micro Society,East Tremont,"2100 Lafontaine Avenue, Bronx, NY 10457",87.0,55.0,50.0,329.0,86.0,English as a New Language,,Algebra I,,,Fully Accessible,2021
10.0,10X015,P.S. X015 Institute for Environmental Learning,University Heights,"2195 Andrews Avenue, Bronx, NY 10453",91.0,54.0,54.0,485.0,81.0,English as a New Language,Spanish,,,,Fully Accessible,2021
10.0,10X020,"PS/MS 20 P.O.George J. Werdann, III",Norwood,"3050 Webster Avenue, Bronx, NY 10467",88.0,30.0,23.0,907.0,72.0,English as a New Language,Spanish,,"Advisory, Art, Band, Dance, Foreign Language, Math Team, Musical Theater, Physical Education, Spanish, Student Council, Yearbook","Chorus, Math Team, Restorative Circles, Spelling Bee, Student Council, Yearbook",Fully Accessible,2021
10.0,10X037,P.S. X037 - Multiple Intelligence School,Spuyten Duyvil,"360 West 230 Street, Bronx, NY 10463",68.0,34.0,35.0,626.0,79.0,English as a New Language,Spanish,,,,Fully Accessible,2021
10.0,10X045,Thomas C. Giordano Middle School 45,Belmont,"2502 Lorillard Place, Bronx, NY 10458",96.0,31.0,14.0,708.0,77.0,English as a New Language;Dual Language: Spanish,,"Algebra I,Living Environment","Book Club, Fitness, LEGO Robotics, STEM, Web Design, Yearbook","Art, Book Club, Coding, Debate, Fitness, Homework Help, Restorative Circles, STEM, Technology, Yearbook",Not Accessible,2021
10.0,10X080,J.H.S. 080 The Mosholu Parkway,Norwood,"149 East Mosholu Pkwy N, Bronx, NY 10467",98.0,30.0,22.0,641.0,79.0,English as a New Language;Dual Language: Spanish,,"Algebra I,Geometry,Earth Science,Living Environment","Algebra I, Band, Coding, Computer Science, Dance, Drama, Fitness, Guitar, Jazz Band, Music, Performing Arts, Physical Education, Piano, Regents Living Environment, Saturday Academy, Specialized High School Test Preparation, Strings, Technology, Theater, US History, Yearbook","Art, Band, Chess, Coding, Dance, Drama, Engineering, Guitar, Leadership, Lego Robotics, Music, Robotics, Saturday Academy, Science Club, Student Council, Talent Show, Technology, Theater, Tutoring, Visual Arts, Yearbook, Environmental Club, 80 Challenge",Partially Accessible,2021
10.0,10X086,P.S. 086 Kingsbridge Heights,,"2756 Reservoir Avenue, Bronx NY 10468",,,,1641.0,,English as a New Language,,,,,Partially Accessible,2021
10.0,10X095,P.S. 095 Sheila Mencher,Bedford Park,"3961 Hillman Avenue, Bronx, NY 10463",93.0,34.0,31.0,1143.0,85.0,English as a New Language,French,"US History,Algebra I,Earth Science",,,Fully Accessible,2021
10.0,10X118,J.H.S. 118 William W. Niles,East Tremont,"577 East 179 Street, Bronx, NY 10457",92.0,45.0,41.0,1047.0,70.0,English as a New Language,Mandarin;Spanish;Other Language,"US History,Algebra I,Living Environment","Advisory, Algebra I, Art, Ceramics, Chess, Dance, Drama, Foreign Language, Library, Physical Education, Regents Living Environment, Specialized High School Test Preparation, Student Council, Theater, US History, Visual Arts","Chess, Debate, Drama, Fitness, National Junior Honor Society, Student Council, Talent Show, Tutoring, Visual Arts, Yearbook, Thurgood Marshall Junior Mock Trial Competition",Partially Accessible,2021
10.0,10X141,Riverdale / Kingsbridge Academy,Riverdale,"660 West 237 Street, Bronx, NY 10463",94.0,54.0,55.0,1540.0,76.0,English as a New Language,Spanish,"Spanish,Algebra I,Living Environment","Art, Band, Chorus, Foreign Language, Student Council, Visual Arts, Yearbook","Art, Band, Book Club, Choir, Chorus, Dance, Drama, Glee Club, Homework Help, Latin Dance, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Restorative Circles, Robotics, School Newspaper, Spelling Bee, Student Council, Talent Show, Theater, Tutoring, Video Game Club, Visual Arts, Yearbook",Partially Accessible,2021
10.0,10X206,I.S. 206 Ann Mersereau,University Heights,"2280 Aqueduct Avenue, Bronx, NY 10468",87.0,17.0,25.0,270.0,81.0,English as a New Language,Other Language;Spanish,,"Advisory, Art, Ballroom Dancing, Book Club, Chess, Chorus, Coding, Dance, Debate, Engineering, Fine Arts, Fitness, Music, Orchestra, Physical Education, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Studio Art, Visual Arts, Drone building, Sport teams: boys and girls basketball, baseball, and girls volleyball","Art, Band, Book Club, Chess, Choir, Coding, Creative Writing, Fitness, Leadership, Music, Peer Mediation, Restorative Circles, Saturday Academy, Spelling Bee, STEM, Student Council, Talent Show, Technology, Tutoring, Visual Arts",Not Accessible,2021
10.0,10X225,Theatre Arts Production Company School,Tremont,"2225 Webster Avenue, Bronx, NY 10457",95.0,28.0,32.0,523.0,84.0,English as a New Language,Spanish,"Algebra I,Living Environment","Algebra I, Band, Book Club, Chorus, Cooking, Dance, Drama, Fashion, Guitar, Health, Jazz Band, Library, Living Environment, Math Team, Mindfulness, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Performing Arts, Photography, Physical Education, Piano, Regents Living Environment, Saturday Academy, Student Council, Studio Art, Technology, Theater, Urban Advantage, Videography, Visual Arts, Vocal Music, Yearbook, Tech Squad, Clean Green Music Machine, Gardening Club","Art, Band, Book Club, Chess, Chorus, Cooking, Dance, Drama, Gardening, Green Team, Guitar, Homework Help, Math Team, Music, Musical Theater, National Junior Honor Society, Peer Mediation, Photography, Restorative Circles, Saturday Academy, STEM, Step Team, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Visual Arts, Yearbook",Partially Accessible,2021
10.0,10X228,Jonas Bronck Academy,Fordham,"400 East Fordham Road, Bronx, NY 10458",93.0,60.0,49.0,267.0,95.0,English as a New Language,Mandarin,"Algebra I,Living Environment","Advisory, Algebra I, Art, Computer Science, Dance, Foreign Language, Health, Physical Education, Regents Living Environment, Urban Advantage, Visual Arts","Art, Band, Choir, Chorus, Cooking, Dance, Fashion, Homework Help, Leadership, Music, Musical Theater, National Junior Honor Society, Photography, Science Olympiad, Service Learning, Spelling Bee, Student Council, Talent Show, Technology, Visual Arts, Yearbook",Fully Accessible,2021
10.0,10X243,West Bronx Academy for the Future,Belmont,"500 East Fordham Road, Bronx, NY 10458",89.0,31.0,13.0,614.0,78.0,English as a New Language,Spanish,"US History,Algebra I,Living Environment","Algebra I, Art, Coding, Dance, Music, National Junior Honor Society, Photography, Physical Education, Regents Living Environment, Saturday Academy, Spanish, Student Council, Swimming, US History, Videography","Art, Dance, Fitness, Homework Help, Music, National Junior Honor Society, Photography, Restorative Circles, Saturday Academy, Talent Show, Tutoring",Partially Accessible,2021
10.0,10X244,The New School for Leadership and Journalism,Kingsbridge,"120 West 231 Street, Bronx, NY 10463",91.0,42.0,30.0,718.0,88.0,English as a New Language,Other Language,"Algebra I,Living Environment","Advisory, Algebra I, Art, Band, Dance, Piano, Regents Living Environment, Saturday Academy, Specialized High School Test Preparation","Art, Band, Book Club, Choir, Coding, Cooking, Dance, Gardening, Homework Help, Latin Dance, Leadership, Musical Theater, Robotics, Rock Band, Saturday Academy, Spelling Bee, Step Team, Student Council",Not Accessible,2021
10.0,10X254,I.S. 254,Belmont,"2452 Washington Avenue, Bronx, NY 10458",87.0,20.0,22.0,468.0,79.0,English as a New Language,Spanish,Algebra I,"Algebra I, Art, Chorus, Coding, Debate, Drama, Health, Peer Mediation, Physical Education, Saturday Academy, Technology","Art, Book Club, Coding, Dance, Drama, Fashion, Music, Saturday Academy, STEM, Talent Show, Visual Arts, Yearbook",Fully Accessible,2021
10.0,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",Tremont,"2100 Walton Avenue, Bronx, NY 10453",95.0,28.0,26.0,952.0,92.0,English as a New Language,,Living Environment,"Art, Band, Book Club, Chess, Chorus, Concert Band, Fitness, Living Environment, Math, Mindfulness, Music, Peer Mediation, Physical Education, Regents Living Environment, Saturday Academy, Specialized High School Test Preparation, STEM, Student Council, Swimming, Technology, Theater, Yearbook","Art, Band, Chess, Choir, Chorus, Fitness, Green Team, Guitar, Leadership, Math Team, Music, Peer Mediation, Restorative Circles, Saturday Academy, STEM, Student Council, Technology, Theater, Yearbook",Fully Accessible,2021
10.0,10X280,P.S./M.S. 280 Mosholu Parkway,Norwood,"3202 Steuben Avenue, Bronx, NY 10467",95.0,33.0,40.0,802.0,88.0,English as a New Language,Spanish,Algebra I,,,Partially Accessible,2021
10.0,10X308,Bronx Dance Academy School,Norwood,"3617 Bainbridge Avenue, Bronx, NY 10467",90.0,45.0,32.0,261.0,85.0,English as a New Language,Spanish,,"African Dance, Chorus, Fine Arts, Math, Performing Arts, Robotics, Saturday Academy, Spanish, Visual Arts","Art, Band, Cooking, Dance, Drama, Homework Help, Leadership, Saturday Academy, Step Team, Talent Show, Visual Arts, Winter Academy, Spring Academy",Fully Accessible,2021
10.0,10X315,P.S. 315 Lab School,Bedford Park,"2865 Claflin Avenue, Bronx, NY 10468",97.0,49.0,30.0,228.0,90.0,English as a New Language,Spanish,Algebra I,"Advisory, Art, Ballroom Dancing, Band, Book Club, Chorus, Coding, Debate, Fitness, Game Design, Guitar, Math, Math Team, Music, Photography, Robotics, Saturday Academy, STEM, Strings, Student Council, Theater, Urban Advantage, US History, Visual Arts, Web Design, Yearbook","Art, Band, Book Club, Choir, Chorus, Coding, Comic Book Club, Debate, Fitness, Gardening, Green Team, Guitar, Homework Help, Leadership, Math Team, Music, Peer Mediation, Photography, Restorative Circles, Robotics, Saturday Academy, School Newspaper, Science Club, Service Learning, Spelling Bee, STEM, Student Council, Talent Show, Urban Arts, Video Game Club, Visual Arts, Yearbook",Not Accessible,2021
10.0,10X331,The Bronx School of Young Leaders,Morris Heights,"40 West Tremont Avenue, Bronx, NY 10453",89.0,30.0,25.0,441.0,84.0,English as a New Language,Other Language,Living Environment,"Art, Book Club, Chess, Chorus, Coding, Dance, Fashion, Fitness, Foreign Language, Game Design, Health, LEGO Robotics, Mindfulness, Music, National Junior Honor Society, Newspaper, Physical Education, Regents Living Environment, Saturday Academy, Spanish, Specialized High School Test Preparation, STEM, Student Council, Studio Art, Technology, Yoga","Art, Book Club, Chess, Choir, Coding, Comic Book Club, Dance, Fashion, Fitness, Homework Help, Leadership, Lego Robotics, National Junior Honor Society, Saturday Academy, School Newspaper, Service Learning, STEM, Student Council, Talent Show, Technology, Tutoring, Yoga",Fully Accessible,2021
10.0,10X342,International School for Liberal Arts,Bedford Park,"2780 Reservoir Avenue, Bronx, NY 10468",98.0,16.0,15.0,508.0,88.0,English as a New Language,Other Language,Earth Science,-,"Art, Cooking, Dance, Drama, Guitar, Robotics, Accelerated Program, Fine Arts, Hip-Hop, In-line Skating",Fully Accessible,2021
10.0,10X363,Academy For Personal Leadership And Excellence,Fordham,"120 East 184 Street, Bronx, NY 10468",96.0,27.0,17.0,889.0,91.0,English as a New Language,Spanish,"US History,Algebra I","African Dance, Art, Band, Book Club, Chess, Chorus, Coding, Computer Science, Concert Band, Cooking, Creative Writing, Dance, Debate, Drama, Film, Fine Arts, Fitness, Foreign Language, Game Design, Graphic Design, Guitar, Health, LEGO Robotics, Library, Martial Arts, Math, Math Team, Mindfulness, Music, Musical Theater, Newspaper, Peer Mediation, Performing Arts, Photography, Physical Education, Robotics, Saturday Academy, Science, Spanish, Specialized High School Test Preparation, STEM, Student Council, Studio Art, Swimming, Technology, Theater, Urban Advantage, US History, Videography, Visual Arts, Yearbook, Yoga","Art, Band, Book Club, Chess, Choir, Chorus, Coding, Comic Book Club, Cooking, Creative Writing, Dance, Drama, Fitness, Gardening, Green Team, Guitar, Homework Help, Latin Dance, Leadership, Lego Robotics, Math Team, Music, Musical Theater, Peer Mediation, Photography, Restorative Circles, Robotics, Saturday Academy, School Newspaper, Science Club, Service Learning, Spelling Bee, STEM, Step Team, Student Council, Talent Show, Technology, Theater, Tutoring, Urban Arts, Video Game Club, Visual Arts, Yearbook, Yoga, Swimming , Basketball, Volleyball, Soccer, Baseball",Partially Accessible,2021
10.0,10X368,In-Tech Academy,Spuyten Duyvil,"2975 Tibbett Avenue, Bronx, NY 10463",90.0,37.0,31.0,1000.0,88.0,English as a New Language,Other Language;Spanish,"Spanish,US History,Algebra I,Living Environment","Art, Band, Coding, Foreign Language, Musical Theater, Saturday Academy, Technology, Virtual Enterprise","Art, Band, Book Club, Coding, Debate, Homework Help, Leadership, Musical Theater, Peer Mediation, Restorative Circles, Saturday Academy, Service Learning, STEM, Student Council, Talent Show, Technology, Tutoring, Yearbook",Fully Accessible,2021
10.0,10X390,M.S. 390,University Heights,"1930 Andrews Avenue, Bronx, NY 10453",83.0,24.0,27.0,550.0,75.0,English as a New Language;Dual Language: Spanish,Spanish,"US History,Algebra I,Living Environment","Algebra I, Band, Chess, Coding, Computer Science, Concert Band, Dance, Debate, Drama, Engineering, Foreign Language, Graphic Design, LEGO Robotics, Living Environment, Marching Band, Mindfulness, Musical Theater, Orchestra, Peer Mediation, Performing Arts, Piano, Regents Living Environment, Robotics, Saturday Academy, Science, Specialized High School Test Preparation, STEM, Student Council, Technology, Theater, Urban Advantage, US History, Web Design, Yearbook","Art, Band, Book Club, Chess, Coding, Dance, Debate, Drama, Engineering, Fashion, Homework Help, Latin Dance, Leadership, Lego Robotics, Music, Musical Theater, Peer Mediation, Robotics, Saturday Academy, Spelling Bee, STEM, Student Council, Technology, Theater, Tutoring, Urban Arts, Visual Arts, Yearbook, Digital Portfolio",Not Accessible,2021
